+-R+C-RRCLCRCLLLR;Inf;0;0;20.0;0;4.0e-9;0;3400.0;2500.0;4.0e-6;0.7948425599214597;6.126315997167497e-5;1373.5802658510875;3.6191586501947424e-5;0.17338854108986923;0.46734655676131776;0.24812830993871104;1500.925039002129
-+RR-RCPRPCRCCPRC;Inf;0;0;4310.0;220.0;0;2.9e6;3.5e-9;[1413.817828384377, 0.35345445709609424];3152.9302014863524;[3653.492480768577, 0.9133731201921442];2.4399366102546094e-5;1431.300826834571;7.842204471283065e-5;6.561179082330393e-5;[984.4991926292588, 0.2461247981573147];3372.952879742709;2.6697497854950925e-5
-+R-C+RRCLLPCCRPL;Inf;0;0;7355.0;0;5.11e-9;0;3274.0;346.0;5.0e-9;0.059990314891295915;0.01128411159006415;[3352.5353660142987, 0.8381338415035746];2.868295952482101e-5;1.610020356388422e-5;441.9655682280723;[3980.7285550567003, 0.995182138764175];0.06783865218624907
++R--RCRCCRRRLLPP;Inf;0;0;3479.727722307567;0;0;3604.5434476082;9.429304930268592e-5;1254.4061298390395;2.710649775703633e-5;5.274486437822421e-5;926.8175496385797;745.6848614293045;349.6329423643791;0.7825677275249812;0.47361830143940153;[3012.453395860697, 0.7531133489651742];[1642.7881342536982, 0.4106970335634246]
-R+CRCPLCLLPLLPCL;Inf;0;1639.136552522128;0;1.2043735347074903e-5;1804.9128781442123;5.91044981280312e-5;[16.200034217414228, 0.004050008554353557];0.797863776224403;5.368585757498614e-5;0.859725579811826;0.188871359299859;[1972.846478557856, 0.493211619639464];0.8535328790157024;0.06780754559432389;[3194.6949516126083, 0.7986737379031521];2.2198141726898958e-5;0.8687952222644086
+-+RCLRLLPRLLRRRP;Inf;0;0;0;981.1154779847122;8.172206833545939e-5;0.025161578415244357;2056.0117696527104;0.5563955043816236;0.7224071451328646;[1527.8390684529545, 0.38195976711323865];981.5388029687515;0.4664881529923208;0.6247419294331793;258.21360275165085;3411.61723708334;2043.522704774806;[1423.0287377500429, 0.3557571844375107]
+-+RCRPRPRRCPRPRR;Inf;0;0;0;3635.0777851420657;8.219635696942034e-5;3623.886570486748;[3589.858303423916, 0.8974645758559789];2133.996097797345;[149.42193897478174, 0.03735548474369543];2419.0180136779027;9.658129625440104;8.5222417387919e-5;[1004.6467802902788, 0.2511616950725697];1324.5769581334218;[1169.6411469131026, 0.2924102867282756];2432.6637901538497;580.2823279178941
-+R-+RCRCPPPRPRRC;Inf;0;0;2600.0;0;0;10000.0;10.0;470.0;1.0e-6;[2079.142308000727, 0.5197855770001818];[2792.056615844532, 0.6980141539611331];[2761.891839219809, 0.6904729598049522];1950.157270827983;[199.01357286872567, 0.04975339321718142];1415.12112613277;2044.9825336677457;1.1698070557991503e-5
-C+-RRPRRCPLRLPLR;Inf;0;1.4481598074930857e-5;0;0;3749.09747008458;3932.1451987190476;[3366.4905688108684, 0.8416226422027171];1755.8196246660093;1312.2290651040585;6.089462527934524e-5;[1055.4160486833916, 0.2638540121708479];0.7423674016698596;1812.5505616807054;0.2329644437926388;[1638.7639463195792, 0.4096909865798948];0.652844147429656;3264.422077339228
+-RCRRCPRLCCLLRPC;Inf;0;0;20.0;4.0e-5;250.0;1137.4370477989482;9.366713943018422e-5;[1127.4047593533467, 0.2818511898383367];969.3111984397369;0.883527225709114;6.061492837662792e-5;6.03270346537427e-5;0.8238916855311589;0.24142006530900129;2454.731924553384;[3678.16144189078, 0.919540360472695];6.015960797316631e-5
+-R+CPRCCCRLCCCPR;Inf;0;0;20;0;4.0e-5;[150.0, 0.5];250;2.4915370959518126e-5;6.350144837905638e-5;4.1277127368698465e-5;443.81596492654916;0.5893650477529155;1.285606032415687e-5;6.77740269218966e-5;5.281896247775315e-5;[1647.416163356259, 0.41185404083906474];2959.753050630004
+-+PRCRRRRPRRPLLP;Inf;0;0;0;[3296.9903082038286, 0.8242475770509572];3259.1924709411255;9.42063286144258e-5;1378.0556579338165;1983.1472596126432;3714.273784975166;2381.7813389216462;[3017.565329339116, 0.7543913323347791];3261.4455005755294;2277.976238977765;[2840.3569966134723, 0.7100892491533681];0.39554288263947357;0.22654650883519212;[31.63640111450583, 0.007909100278626457]
+-RRPCCRLLPPLLRCP;Inf;0;0;234;15789;[2.0e8, 0.56];8.481342404807135e-6;8.005423544288912e-5;1537.5259065364694;0.7866046048091446;0.4825771386985225;[3075.672528367832, 0.768918132091958];[421.20526643818135, 0.10530131660954534];0.23435266803982535;0.4782133397334183;657.0140358658155;5.755479554270154e-5;[524.214144301653, 0.13105353607541326]
+++--+PPRPRLRRCLL;Inf;0.0;0.0;0.0;0.0;0.0;0.0;[3415.177909991751, 0.8537944774979378];[362.62104337434045, 0.0906552608435851];1344.2085507417235;[1827.4402753548031, 0.4568600688387008];655.0836306788322;0.9806091099102581;1434.030309735105;1654.6779402286252;7.295488055251058e-5;0.2994773175317633;0.2905678390917996
-+CCRPLCRRCRLRCCL;Inf;0;0;2.1e-12;2.2e-12;1600.0;[112.08226233300155, 0.02802056558325039];0.8966673982446296;6.28280276445518e-5;569.0527292183782;2151.4184567543157;2.578373378817458e-5;3641.919780474334;0.741236509916837;3119.2679887319505;8.88424920286274e-5;6.925245028568257e-5;0.6139661267076371
+-+-RLRCLPRRLLRLR;Inf;0;0;0;0;1000.0;0.001;10.0;1.0e-6;0.001;[923.4289151543215, 0.2308572287885804];1139.4916008860268;2187.112728756671;0.9360674842918477;0.7822018517582643;831.9636873950111;0.14616597114912744;1103.1668044625499
